Text,Label
"Unsubscribe from all promotional emails here.

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Don't forget to file your taxes before April 15!

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Big sale: Buy one pizza, get one free!

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"50% off all shoes this weekend only. Don't miss out!

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Your order from Amazon has shipped. Track your package here.

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Daily horoscope: What the stars say about your week

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Hey John, you wanna go to the game with me? 

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"J3rrySpr1ng_ has added you as a friend on FaceBook

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"You have recently signed into your Google account from a new device.

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Discover Card: Reminder! Your automatic Payment date is soon. 

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Your 7 Day Forecase for 4/23/2025 

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Training, diet, and your munchies game. Let's fix it before summer hits

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Your top April 20 reels of the day on Instagram

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Don't miss the NBA Play-In games this week

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Local singles are in your area. Meet up with them. 

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Your Amazon order has been shipped. Tracking number: 1234567890

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Free 1 month subscription to Netflix. Click here to redeem your offer

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Your Spotify playlist has been updated with new songs.

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
"Your Uber ride has been completed. Rate your driver now!

This is a general notification related to your account, subscriptions, or participation in university-wide events or services. No action is required unless specified in the full message.

Automated Notification System
noreply@university.edu",Other
